hs_code,hs_description
1806205000,"CHOCOLATE BULK NESOI NOT CNTN BFAT/MLK SLDS, NESOI"
1806206000,CONFECTIONERS COATINGS/PRODS 6.8% COCOA SOLID BULK
1806206700,GEN NOT 15 COCOA PREP BULK NESOI CONT GT 65% SUGAR
1806207100,ADDL NOTE 7-CH 17 COCOA PREP BULK NESOI GT 65% SUG
1806207300,ADDL US NOT 2-CH17 COCOA PREP BULK NESOI GT 65%SUG
1806207500,"ADTL NOT 8-CH17 COCOA PREP BULK NESOI,GT 10% SUGAR"
1806207700,"ADDL NOTE 2-CH17 COCOA PREP BULK NESOI,GT 10% SUGR"
1806207800,COCOA PREP BULK NESOI 65%/MORE SUGAR NESOI
1806207900,"GEN NOTE 15 COCOA PREPS NESOI, IN BULK FORMS"
1806208100,COCOA PREP(DRY)BULK NESOI GT 65%SUGR ADDL NTE4-CH4
1806208200,COCOA PREP(DRY)BLK NESOI LT 21% MLK SOLD AD NT-CH4
1806208300,"COCOA PREP(DRY)BLK NESOI LT 65%SUGAR,ADTL NOT4-CH4"
1806208500,COCOA PREP BULK NESOI 65% OR LESS SUGR ADDTL NOTE3
1806208700,COCOA PREP(LOW FAT CHOC) BULK NESOI LT 21% MLK SLD
1806208900,COCOA PREP(LOW FAT CHOC CRMB) BLK NESOI LT 65% SUG
1806209100,COCOA PREP(BLND SYRPS)BK NESOI LT 65%SUG ADD9-CH17
1806209400,COCOA PREP(BLND SYRPS)BK NESOI LT 65% SUG AD4-CH17
1806209500,COCOA PREP BK NESOI LT 65% GT 10%SUG ADD NTE8-CH17
1806209800,COCOA PREP BLK NESOI LT 65% GT 10% SUG ADDL3-CH 17
1806209900,"COCOA PREP BULK NESOI 65% OR LESS SUGAR, NESOI"
1806310041,"CHOCO/COCOA PREP CONF BLK/BAR LT=2KG FILLD, PEANUT"
1806310049,"CHOCO/COCOA PREP CONFEC BLK/BAR LT=2KG FILLD,NESOI"
1806310080,CHOC/COCOA PREP NONCNFCTNRY BLK/BAR NTOV 2KG FILLD
1806320100,CHCLT BARS ETC NT BULK UNFILLD GEN NOTE 15
1806320400,CHOC BARS NT BULK UNFLLD GT 5.5% BTTRFAT ADTL NOT2
1806320600,CHOC BARS ETC NT BULK UNFLD LT 21% MLK SOLD GEN 15
1806320800,CHOC BARS ETC NT BLK UNFLLD LT 5.5% BUTERFAT NESOI
1806321400,CHOC BARS ETC NT BLK UNFLD LT 5.5%BTTRFT ADTL NOT3
1806321600,CHOC BARS ETC NT BULK UNFILLD LT 21% MILK SOLSD
1806321800,CHOCOLATE BARS ETC NT BULK UNFLLD LT 5.5% BUTTERFT
1806323000,CHOCOLATE BARS ETC NT BULK UNFILLD NESOI
1806325500,"COCOA PREPS, NESOI, BAR ETC, UNFILLD, GEN NOTE 15"
1806326000,COCOA PRPS(DAIRY)NESOI BAR ETC UNFLLD ADD/NOT1-CH4
1806327000,COCOA PREPS UNFLLD DRY LT 21%MLK SOLDSL ADDTL1-CH4
1806328000,DAIRY PRDUCTS NESOI BAR ETC UNFLLD US ADD NTE1/CH4
1806329000,CHOC/COCOA PREP BAR NOT OVER 2KG NESOI EXCPT FILLD
1806900100,COCOA PREPS NESOI NT BULK NT RETAIL GENERAL NOTE15
1806900500,COCOA PRPS NESOI NT BLK NT RETAIL ADDTL NOTE10-CH4
1806900800,COCOA PRPS(DRY) LT 21%MLK SLD NESOI ADTL NTE10-CH4
1806901000,COCOA PREPS NESOI NT BLK NT RETAIL ADDTL NTE10-CH4
1806901500,COCOA PRPS NESOI NT BLK/RTL GT 5.5%BTTRFT ADTL NT2
1806901800,COCOA PRPS NT BLK/RTL GT5.5% BTRFT LT21% MILK SLDS
1806902000,COCOA PREPS NESOI NT BULK NT RETAIL LT 5.5%BTTRFAT
1806902500,COCOA PRPS NESOI NT BLK/RTL GT 5.5%BTTRFT ADD NTE3
1806902800,COCOA PREPS NESOI NT BULK NT RETL LT 21% MLK SOLDS
1806903000,COCOA PREPS NESOI NT BULK NT RETAIL NESOI
1806903500,COCOA PRPS(SYRPS)NESOI NT BLK/RETAL ADD NTE 9-CH17
1806903900,COCOA PRPS(SYRPS)NESOI NT BLK/RETAIL ADD NTE4-CH17
1806904500,COCOA PRPS NESOI NT BLK/RT LT 65%SUG ADD NT7-CH17
1806904900,COCOA PRP NESOI NT BLK/RTL GT 65%SUG ADD NTE2-CH17
1806905500,COCOA PRP NESOI NT BLK/RTL LT 10%SUG ADD NTE8-CH17
1806905900,COCOA PRPS NESOI NT BLK/RTL GT 10%SUG ADD NT8-CH17
1806909011,"COCOA PREPS,NESOI,NOT RETAIL,CONFECT,CONT PEANUTS"
1806909019,"COCOA PREPS, NESOI, NOT FOR RETAIL, CONFECTIONERY"
1806909090,"COCOA PREPS, NESOI, NOT FOR RETAIL, NESOI"
1901100500,PRPS INFANT USE RETAIL GT 10% MLK SOLD GEN NOTE 15
1901101100,INFNT FRMUL CNTN OLIGOSSACCHARIDES GT 10%MLK SLDS
1901101600,INFANT PRPS CNTN OLIGOSACCHARIDES GT 10%MILK SOLID
1901102100,INFANT PRPS RETAIL SALE GT 10% MLK SOLDS CH4
1901102600,"INFANT PRPS RETAIL GT 10% MLK SOLDS, OTHER"
1901102900,PREPS FOR INFANT USE RETAL GT 10% MILK SOLID NESOI
1901103100,PRPS FOR INFNT USE FOR RETAIL SALE NESOI GEN NTE15
1901103300,INFNT PRPS RETAIL CNTN OLIGOSACCHARIDES ADDTL NTE2
1901103600,INFNT PRPS RETAIL SALE CNTN OLIGOSACCHARIDES NESOI
1901104100,INFNT PRPS(DAIRY) RETAIL SALE ADDTL NOTE 10-CH 4
1901104400,PREPS INFNT USE RETAIL SALE DAIRY ADDTL NOTE1-CH4
1901104900,"PREPS FOR INFANT USE, FOR RETAIL SALE, NESOI"
1901105200,PREPS YNG CHLDRN CNTNG GT 10% MLK SLDS GEN NOTE 15
1901105400,"PREPS YNG CHLDRN,CNTNG GT 10% MLK SLDS,NTE10 CH4"
1901105600,"PREPS YNG CHLDRN,CNTNG GT 10% MLK SLDS, NESOI"
1901106200,"PREPS YNG CHLDRN,RETAIL,OTHER,NOTE 15"
1901106400,"PREPS YNG CHLDRN,RETAIL,OTHER,NOTE10 CH4"
1901106600,"PREPS YNG CHLDRN,RETAIL,OTHER,NESOI"
1901107200,"PREPS YNG CHLDRN,RETAIL,OTHER EXC DAIRY,NOTE 15"
1901107400,"PREPS YNG CHLDRN,RETAIL,OTHER,ADDTL NOTE 8-CH17"
1901107600,"PREPS YNG CHLDRN,RETAIL,OTHER GT 10% SUGR"
1901109100,"FOOD PREP,CHILDREN, FLOUR/STARCH/DAIRY ETC, NESOI"
1901200200,"MIX/DOUGH OF 1905 GT 25% BUTRFT N/RETL, GEN NOT 15"
1901200500,"MIX/DOUGH PREP GT 25%BUTRFT, N/RETL"
1901201500,"MIX/DOUGH GT 25%BUTRFT,N/RETL, GT 65%SUGR"
1901202000,"MIX/DOUGH GT 25%BUTRFAT,N/RETL,GT 65% SUGR"
1901202500,MIX/DOUGH OF 1905 GT65% SUG GT25% BTRFT N/RT NESOI
1901203000,MIX/DOUGH OF 1905 GT 25% BUTRFAT N/RETL NOTE3
1901203500,"MIXES/DOUGH,GT 25%BUTRFAT N/RETAIL"
1901204000,"MIXES/DOUGH OF 1905 GT 25% BUTRFAT N/RETAIL, NESOI"
1901204200,"MIX/DOUGH FOR PREP OF 1905 NESOI, GEN NOTE 15 DRY"
1901204500,"MIX/DOUGH PREP OF1905,NESOI,DAIRY,ADTL NOTE 10-CH4"
1901205000,"MIX/DOUGH PREP OF 1905,DAIRY,NESOI,ADDTL NOTE1-CH4"
1901205500,MIXES/DOUGH OF 1905 NESOI LT 65%SUGR
1901206000,"MIXES/DOUGH 1905 GT 65% SUGAR,NESOI"
1901206500,"MIXES/DOUGH OF 1905 NESOI DRY FORM, ADDTL NOTE 3"
1901207000,"MIXES/DOUGH OF 1905, ADDTL NOTE 1 TO CHAP 19,NESOI"
1901208000,MIXES/DOUGH FOR PREP OF BAKERS WARES OF 1905 NESOI
1901901000,"MALT EXTRACT, FLUID"
1901902000,"MALT EXTRACT, SOLID OR CONDENSED"
1901902500,PUDDINGS READY TO EAT WITHOUT FURTHER PREPARATION
1901902800,"DRY MIX LT 31%BURRFT GT 17.5NACAS,WHEY,GT 5.5%"
1901903200,CAJETA NOT MADE FROM COW'S MILK
1901903300,MARGARINE CHEESE: DESCRIBE IN GENERAL NOTE 15
1901903400,MARGARINE CHEESE: ADDTL US NOTE 23 TO CHAPTER 4
1901903600,MARGARINE CHEESE: NESOI
1901906000,MALTED MILK CONTAINING GT 10% MLK SLDS GEN NOTE 15
1901906100,"MALTED MLK CNTNNG GT 10% MLK SLDS, NOTE 10 CH 4"
1901906200,"MALT EXTRACT, OTHER,CNTNG GT 10% MLK SLDS, NESOI"
1901906300,MLK/CREAM PREPS CNTNG GT 10% MILK SOLIDS
1901906400,MLK/CREAM PREP CNTNG GT 10% MLK SLDS
1901906500,"MILK/CREAM PREPS,CONTNG GT 10% MILK SOLIDS, NESOI"
1901906600,"MALTED MILK, NESOI, DESCRIBED IN GENERAL NOTE 15"
1901906700,"ARTICLES OF MLK/CREAM,NESOI,CNTNG ADDTL NOTE7-CH17"
1901906800,"ARTICLES MLK/CREAM,NESOI,GT 65%SUGR"
1901906900,"ARTICLES OF MILK OR CREAM, NESOI,ADDTL NOTE 8-CH17"
1901907100,"ARTICLES MLK/CREAM,NESOI GT 10% SUGR"
1901907200,"FOOD PREPS GT 5.5% BUTRFT NT PCKGD/RETAIL, NESOI"
1901909182,"FOOD PREPS, NESOI, CORN-SOYA MILK BLENDS"
1901909185,"FOOD PREPS, NESOI, WHEAT-FLOUR-SOYA BLENDS"
1901909195,"FOOD PREPARATIONS OF FLOUR/STARCH/DAIRY ETC, NESOI"
1902112010,"EGG PASTA, NT CKD, EU CTRY, SBJT TO INWD PROC REG"
1902112020,"EGG PASTA, NT CKD, EU CTRY, REDUCED EXP REFUND"
1902112030,"EGG PASTA, NOT COOKED, EU CTRY, OTHER"
1902112090,"EGG PASTA, NOT COOKED, OF A CTRY OTHER THAN EU."
1902114000,PASTA WITH EGG NESOI SAUCE NOT STUFFED/OTHRWS PREP
1902192010,"PASTA NO EGG,UNCKD,NT STFD/OTHR PREP, SBJT TO IPR"
1902192020,"PASTA NO EGG,UNCKD,NT STFD, SBJT TO REDUCD REFUND"
1902192030,"PASTA NO EGG,UNCKD,NT STFD/OTHR PREP, OTHER"
1902192090,"PASTA NO EGG,UNCKD,NT STFD/OTHR PREP, NT EU CTRY"
1902194000,PASTA NO EGG NESOI INCL SAUCE NT STUFF/OTHRWS PREP
1902200020,"PASTA, STUFFED, CANNED"
1902200040,"PASTA STUFFED, FROZEN, WHETHER OTHERWISE PREPARED"
1902200060,"PASTA STUFFED WHETHER COOKED/OTHERWISE PREP, NESOI"
1902300020,"PASTA, CANNED, NESOI"
1902300040,"PASTA, FROZEN, NESOI"
1902300060,"PASTA, NESOI"
1902400000,"COUSCOUS, WHETHER OR NOT PREPARED"
1903002000,"TAPIOCA/SUBSTITUTES, ARROWROOT/CASSAVA/SAGO STARCH"
1903004000,TAPIOCA AND SUBSTITUTES PREPARED FROM STARCH NESOI
1904100040,SWELLING/ROASTING CEREAL/CEREAL PRODUCT CONT SUGAR
1904100080,"SWELLING/ROASTING CEREAL/CEREAL PRODUCT, NO SUGAR"
1904201000,UNROAST/ROAST CER FLAKES OR SWELLED CER IN AIRT CT
1904209000,UNROAST/ROAST CER FLAKES OR SWELLED CER OTHER
1904300000,"BULGUR WHEAT, PRE-COOKED OR OTHERWISE PREPARED"
1904900120,"CEREAL N/CORN GRAIN FORM PRECOOK PREP FRZ,NESOI"
1904900140,CEREAL NT CORN GRAIN FORM PRECOOK/OTHWS PREP NESOI
1905100000,CRISPBREAD
1905200000,GINGERBREAD AND THE LIKE
1905310021,"SWEET BISCUIT,FROZEN,CONTAIN PEANUT PRODUCTS"
1905310029,"SWEET BISCUITS,"
1905310041,"SWEET BISCUITS,NOT FROZEN,CONTAIN PEANUTS"
1905310049,"SWEET BISCUITS,"
1905320021,"WAFFLES & WAFERS,FROZEN,CONTAIN PEANUT PRODUCTS"
1905320029,"WAFFLES AND WAFERS, FROZEN, NESOI"
1905320041,"WAFFLES & WAFERS, NOT FROZEN, CONTAIN PEANUTS"
1905320049,"WAFFLES AND WAFERS,"
1905400000,"RUSKS, TOASTED BREAD AND SIMILAR TOASTED PRODUCTS"
1905901041,"PASTRY/CAKE/SWEET BAKED PRODUCTS, PUDDINGS, FROZEN"
1905901049,"BREAD/BISCUIT ETC, W/NT CONTAIN CHOC ETC FROZEN"
1905901050,PASTRY/CAKE/PUDDING WHETHER/NT CONT CHOC ETC NESOI
1905901070,"BREAD, NESOI"
1905901090,"BISCUITS/OTHER SIMILAR BAKED PRODUCTS, NESOI"
1905909030,CORN CHIPS AND SIMILAR CRISP SAVORY SNACK FOODS
1905909060,PIZZA AND QUICHE
1905909090,COMMUNION/SEALING WAFER RICE PPR EMPTY CAPSULE ETC
2001100000,"CUCUMBERS, GHERKINS, PREP/PRES VINEGAR/ACETIC ACID"
2001901000,CAPERS PREP/PRES VINEGAR/ACETIC ACID CNTR OV 3.4KG
2001902000,CAPERS PREP/PRES VINEGAR/ACETIC ACID CNTR=<3.4
2001902500,"ARTICHOKES, PREP OR PRES BY VINEGAR OR ACETIC ACID"
2001903000,"BEANS, PREP OR PRESERVED BY VINEGAR OR ACETIC ACID"
2001903300,"NOPALITOS, PREP/PRES BY VINEGAR/ACETIC ACID"
2001903400,"ONIONS, PREPARED/PRESERVED BY VINEGAR/ACETIC ACID"
2001903500,"PIMIENTOS, PREPARD/PRESERVD BY VINEGAR/ACETIC ACID"
2001903800,"VEGETABLES NESOI, PREP/PRES BY VINEGAR/ACETIC ACID"
2001904200,"CHESTNUTS, PREP/PRESERVD BY VINEGAR OR ACETIC ACID"
2001904500,MANGOES PREPARD/PRESERVD BY VINEGAR OR ACETIC ACID
2001904800,"CHINESE WATER CHESTNUTS, PRESERVD BY VINEGAR/ACID"
2001905000,"WALNUTS, PREPARD/PRESRVD BY VINEGAR OR ACETIC ACID"
2001906000,FRUIT NUT EDBL PLNT PRTS NESOI PRP/PRS VINEGAR/ETC
2002100020,TOMATOES W/N WHOLE PREP/PRES NESOI CTNRS LT 1.4 KG
2002100080,"TOMATOES PREP/PRES IN CNTRS 1.4KG OR MORE, NESOI"
2002904000,"TOMATO PREP/PRES EX BY VINEGAR/ACETIC ACID,POWDER"
2002908010,TOMATO PASTE IN CONTAINERS HOLDING LESS THAN 1.4KG
2002908020,"TOMATO PASTE, IN CONTAINERS HOLDING 1.4 KG OR MORE"
2002908030,TOMATO PUREE IN CONTAINERS HOLDNG LESS THAN 1.4 KG
2002908040,"TOMATO PUREE, IN CONTAINERS HOLDING 1.4 KG OR MORE"
2002908050,TOMATOES NESOI PREP/PRES EX BY VINEGAR/ACETIC ACID
2003100127,MUSHROOM WHOLE/BUTTON PREP/PRES NESOI CTR NOV 255G
2003100131,MUSHROOMS SLICED PREP/PRES NESOI CNTR NOT OV 255 G
2003100137,"MUSHROOMS NESOI, PREP/PRES NESOI CTRS NOT OV 255 G"
2003100143,MUSHROOMS WHOLE/BUTTON PREP/PRES NESOI CTR OV 255G
2003100147,"MUSHROOMS SLICED PREP/PRES NESOI, CNTRS OVER 255 G"
2003100153,"MUSHROOMS NESOI, PREP/PRES NESOI, CNTRS OVER 255 G"
2003901000,"TRUFFLES, PREP/PRES EXCEPT BY VINEGAR/ACETIC ACID"
2003908010,STRAW MUSHROOM PREP/PRES EX BY VINEGAR/ACETIC ACID
2003908090,"MUSHROOMS,NESOI, PREP/PRES NOT BY VINEGAR/ACID"
2004104000,"YELLOW POTATOES (SOLANO) PREP/PRES, FROZEN"
2004108020,"POTATOES, FRENCH FRIED, FROZEN"
2004108040,"POTATOES (EX FRENCH FRIES) PREP/PRES NESOI, FROZEN"
2004901000,"ANTIPASTO, PREPARED OR PRESERVED NESOI, FROZEN"
2004908000,"BEANS, PREPARED OR PRESERVED NESOI, FROZEN"
2004908520,"CARROTS, PREPARED OR PRESERVED NESOI, FROZEN"
2004908540,"SWEET CORN, PREPARED OR PRESERVED NESOI, FROZEN"
2004908560,"PEAS, PREPARED OR PRESERVED NESOI, FROZEN"
2004908580,VEGETABLES INCL MIXTURES NESOI PREP/PRES NESOI FRZ
2005100000,"VEGETABLES, HOMOGENIZED NOT FROZ (SUBHEADNG NTE 1)"
2005200020,"POTATO CHIPS, PREPARED OR PRESRVD, NOT FROZEN"
2005200040,"POTATO GRANULES, PREPRD OR PRESRVD NESOI, NOT FROZ"
2005200070,"POTATOES NESOI, PREPRD OR PRESRVD NESOI, NOT FROZN"
2005400000,"PEAS (PISUM SATIVUM) PREP/PRES NESOI, NOT FROZEN"
2005512020,"COWPEAS, BLACK-EYE, SHELLED, DRIED CANNED"
2005512040,"COWPEAS, BLACK-EYE, SHELLD PREP/PRES NESOI NOT FRZ"
2005514020,"BEANS (EX BLACK-EYE COWPEAS) SHELLED, DRIED CANNED"
2005514040,"BEANS NESOI, SHELLED, PREP/PRES NESOI, NOT FROZEN"
2005590000,"BEANS, NOT SHELLED, PREP/PRES NESOI, NOT FROZEN"
2005600000,"ASPARAGUS, PREPARED OR PRESERVED NESOI, NOT FROZEN"
2005700230,OLIVE GRN NT PTD RIPE CNTR GT 8 IN SALN NT GT 730T
2005700260,OLIVE GRN NT PTTD CTR 8 KG/LESS SALINE NT GT 730MT
2005700430,OLIVE GRN NT PTD RIPE CNTR LT 8 IN SAL NESOI NT FZ
2005700460,"OLIVE GREEN NOT PTTD CTR 8 KG/LESS, SALINE, NESOI"
2005700600,OLIVE GRN NOT PTTD IN SALINE GT 8 KG ADDTL NOTE 4
2005700800,OLIVES GRN NT PTTD CNTR GT 8 KG SALINE NESOI
2005701200,"OLIVE, GREEN, NOT PITTED, IN SALINE, NESOI, NT FRZ"
2005701600,OLIVES GRN STFFD PACKED SALINE NOT GT 2700T/YR
2005701800,OLIVES GREEN PTTD/STFFD IN CNTNRS LT 1KG DRD WGHT
2005702300,"OLIVES GREEN PTTD/STFFD PLACE PACKED SALINE, NESOI"
2005702510,"OLIVES, GREEN, WHOLE, PITTED, CNTR OV 8 KG, SALINE"
2005702520,"OLIVE GREEN WHOLE STUFFED CTR OVER 8 KG, IN SALINE"
2005702530,OLIVE GREEN BROKEN/SLICED/SALAD CNTR OV 8KG SALINE
2005702540,OLIVE GREEN WHOLE PITTD CNTR LESS THAN 8 KG SALINE
2005702550,OLIVE GREEN WHOLE STUFFD CNTR LESS THAN 8KG SALINE
2005702560,OLIVE GREEN BROKEN/SLICD/SALAD LESS THAN 8KG SALIN
2005705030,"OLIVE NT GREEN NT PITTD, CANNED OV .3KG, IN SALINE"
2005705060,"OLIVE NT GREEN NT PITTD CANNED NT OV .3 KG, SALINE"
2005706020,OLIVES NT GREEN WHOLE PITTED CANNED OV .3KG SALINE
2005706030,OLIVE NT GREEN WHOLE PITTED CANNED LT .3 KG SALINE
2005706050,"OLIVES NOT GREEN, SLICED CANNED IN SALINE SOLUTION"
2005706060,"OLIVES NOT GREEN CHOPPED/MINCED, CANNED, IN SALINE"
2005706070,"OLIVES NT GREEN, WEDGED OR BROKEN CANNED IN SALINE"
2005707000,"OLIVE NT GREEN NT CANNED, GLASS/ METAL AIRTITE CTR"
2005707510,"OLIVES WHOLE PITTED NT GREEN, NT CANNED, IN SALINE"
2005707515,"OLIVES SLICED NOT GREEN, NOT CANNED, IN SALINE"
2005707520,"OLIVES CHOPPD/MINCD NT GREEN, NT CANNED, IN SALINE"
2005707525,"OLIVES NOT GREEN, NOT CANNED, IN SALINE, NESOI"
2005709100,OLIVE PREP/PRES OTHR THN SALINE CNTR LT 13 KG ETC
2005709300,"OLIVES PREP/PRES EXCEPT IN SALINE, NT FRZN, NESOI"
2005709700,"OTHER VEGE, OTHERWISE PREP/PRES, NOT FROZEN, NESOI"
2005800000,"SWEET CORN, PREPARED/PRESERVED NESOI, NOT FROZEN"
2005916000,BAMBOO SHOOTS PREP/PRES NESOI AIRTIGHT CNTR NT FZ
2005919700,OTHER BAMBOO SHOOTS
2005991000,"CARROTS, PREP/PRES NESOI, NT FROZ, IN AIRTIGHT CTR"
2005992000,"ONIONS, PREPARED OR PRESERVED NESOI, NOT FROZEN"
2005993000,"SAUERKRAUT, PREPARED OR PRESERVED NESOI, NOT FROZN"
2005994110,"WATER CHESTNUTS, SLICED, PREP/PRES NESOI, NOT FROZ"
2005994120,"WATER CHESTNUTS, WHOLE, PREP/PRES NESOI, NOT FROZN"
2005995020,PIMENTOS(CAPSICUM ETC)PREP/PRES NESOI CTR NOV 227G
2005995040,PIMENTOS(CAPSICUM ETC)PREP/PRES NESOI CTRS OV 227G
2005995510,"SWEET BELL-TYPE PEPPERS, PREP/PRES NESOI, NOT FRZN"
2005995590,FRUITS GENUS CAPSICUM/PIMENTA NESOI PREP/PRS NESOI
2005998000,"ARTICHOKES, PREPARED/PRESERVED NESOI, NOT FROZEN"
2005998500,"CHICKPEAS (GARBANZOS) PREP/PRES NESOI, NOT FROZEN"
2005999700,OTHER VEG INC MIXTURES NESOI PREP/PRES NESOI NT FZ
2006002000,"CHERRIES, PRESERVED BY SUGAR"
2006003000,"GINGER ROOT, PRESERVED BY SUGAR"
2006004000,"PINEAPPLES, PRESERVED BY SUGAR"
2006005000,"MIXTURES OF FRUIT, NUTS & PLANT PRTS PRES BY SUGAR"
2006006000,CITRUS FRUIT
2006007000,"FRUIT AND NUTS, NESOI, PRESERVED BY SUGAR"
2006009000,"PARTS OF PLANTS, EDIBLE, PRESERVED BY SUGAR"
2007100000,HOMOGENIZED PREPARATNS OF FRUIT (SUBHEADNG NOTE 2)
2007911000,CITRUS FRUIT PASTES AND PUREES COOKED W/N SWEETEND
2007914000,ORANGE MARMALADE
2007919000,"CITRUS FRUIT JELLIES, JAMS AND MARMALADE NESOI"
2007990500,LINGONBERRY AND RASPBERRY JAMS
2007991000,STRAWBERRY JAMS
2007991500,"CURRANT AND OTHER BERRY JAMS, NESOI"
2007992000,APRICOT JAMS
2007992500,CHERRY JAMS
2007993000,GUAVA JAMS
2007993500,PEACH JAMS
2007994000,PINEAPPLE JAMS
2007994500,"JAMS, NESOI"
2007994800,"APPLE, QUINCE & PEAR PASTES & PUREE, COOKED W/N SW"
2007995010,"GUAVA PASTES AND PUREE, COOKED PREP WTHR/NOT SWTND"
2007995020,"MANGO PASTES AND PUREE, COOKED PREP WHTR/NOT SWTND"
2007995500,"PAPAYA PASTES AND PUREE, COOKED WHETHER/NOT SWTND"
2007996000,"STRAWBERRY PASTES AND PUREE, COOKED W/NT SWEETENED"
2007996510,"RED RASPBERRY PASTES AND PUREES, COOKED W/N SW"
2007996520,"FRUIT OR NUT PASTES AND PUREES, COOKD W/N SW NESOI"
2007997000,CURRANT AND BERRY JELLIES
2007997500,FRUIT JELLIES OTHER CURRANT OR BERRY
2008110200,"PEANUT BUTTER AND PASTE, GENERAL NOTE 15"
2008110500,"PEANUT BUTTER AND PASTE, ADDITIONAL US NOTE 5"
2008111500,"PEANUT BUTTER AND PASTE, NESOI"
2008112200,"BLANCHED PEANUTS, GENERAL NOTE 15"
2008112500,"BLANCHED PEANUTS, ADDITIONAL U.S. NOTE 2"
2008113500,"BLANCHED PEANUTS, NESOI"
2008114200,PEANUTS PREPARED OR PRESERVED NESOI GEN NOTE 15
2008114500,PEANUTS PREPARED OR PRESERVED NESOI ADDTL NOTE 2
2008116000,PEANUTS (GROUND-NUTS) PREPARED OR PRESERVED NESOI
2008191020,"BRAZIL NUTS, PREPARED OR PRESERVED NESOI"
2008191040,"CASHEWS, PREPARED OR PRESERVED NESOI"
2008191500,"COCONUTS, PREPARED OR PRESERVED NESOI"
2008192000,"FILBERTS, PREPARED OR PRESERVED NESOI"
2008192500,"PECANS, PREPARED OR PRESERVED NESOI"
2008193010,"PIGNOLIA, PREPARED OR PRESERVED NESOI"
2008193020,"PISTACHIOS, PREPARED OR PRESERVED NESOI"
2008194000,"ALMONDS, PREPARED OR PRESERVED NESOI"
2008195000,"WATERMELON SEEDS, PREPARED OR PRESERVED NESOI"
2008198500,MIXTURES NUTS PEANUTS OR OTH SEEDS PREP/PRES NESOI
2008199010,"MACADAMIA NUTS, PREPARED OR PRESERVED NESOI"
2008199090,NUTS & OTH SEEDS NESOI PREPARED OR PRESERVED NESOI
2008200010,PINEAPPLES PREPARED/PRESERVD CNTNG CANE/BEET SUGAR
2008200090,"PINEAPPLES, PREPARED OR PRESERVED, NESOI"
2008301000,"PEEL OF ORANGES, MANDARINS, ETC, PREP/PRES NESOI"
2008302000,"PEEL OF LEMONS, PREPARED OR PRESERVED NESOI"
2008303000,"PEEL CITRUS FRUIT NESOI, PREPARED/PRESERVED NESOI"
2008303500,"ORANGE PULP, PREPARED OR PRESERVED NESOI"
2008303700,"CITRUS FRUIT PULP, PREPARED OR PRESERVED NESOI"
2008304000,"ORANGES, PREPARED OR PRESERVED NESOI"
2008304210,SATSUMAS IN AIRTIGHT CNTR QUAN LT 40000MT CONT SUG
2008304290,"SATSUMAS, IN AIRTIGHT CNTR QUAN LT 40000MT, NESOI"
2008304600,"MANDARINS, SATSUMAS, IN AIRTIGHT CONTAINERS, NESOI"
2008304800,MANDARINS INCL TANGERINES PREPARED/PRESERVED NESOI
2008305500,"CLEMENTINES, WILKINGS AND SIMILAR CITRUS HYBRIDS,"
2008306000,"LEMONS (CITRUS LIMON, LIMONUM) PREP/PRES NESOI"
2008306600,LIMES (CITRUS AURANTIFOLIA&LATIFOLIA) PRPARD/PRESV
2008307000,"GRAPEFRUIT, PREPARED OR PRESERVED NESOI"
2008308000,"KUMQUATS, PREPARED OR PRESERVED NESOI"
2008308500,"CITRON, PREPARED OR PRESERVED NESOI"
2008309600,"CITRUS FRUIT INC BERGAMOTS, NESOI, PREP/PRES NESOI"
2008400020,"PEARS, PREP/PRES NESOI, IN CNTRS LESS THAN 1.4 KG"
2008400040,"PEARS, PREP/PRES NESOI, IN CNTRS OF 1.4 KG OR MORE"
2008502000,"APRICOT PULP, PREPARED OR PRESERVED NESOI"
2008504000,"APRICOTS, PREPARED OR PRESERVED NESOI"
2008600020,"CHERRIES, MARASCHINO, PREPARED OR PRESERVED NESOI"
2008600040,"CHERRIES, SWEET VARIETIES, PREPARED/PRESERVD NESOI"
2008600060,"CHERRIES, TART VARIETIES, PREPARED/PRESERVED NESOI"
2008701020,"NECTARINES, PREP NESOI, IN CNTRS HOLDG UNDER 1.4KG"
2008701040,"NECTARINES, PREPARED OR PRESERVED NESOI"
2008702020,"PEACHES, PREP/PRES NESOI, CNTRS LESS THAN 1.4KG EA"
2008702040,"PEACHES, PREP/PRES NESOI, CNTRS 1.4KG OR MORE EACH"
2008800000,"STRAWBERRIES, PREPARED OR PRESERVED NESOI"
2008910000,"PALM HEARTS, PREPARED OR PRESERVED NESOI"
2008930000,"CRANBERRIES, PREPARED OR PRESERVED, NESOI"
2008971020,PREP CEREAL PRODUCTS CANNED NO APRICOT/CITRUS ETC
2008971040,FRUIT/NUT/PLANT MXTRS CANNED NO APRICOT CITRUS ETC
2008979030,FRUIT MXTRS WITH PEACH/PEAR PACKD IN LIQ LT 1.4K
2008979035,FRUIT MXTRS WITH PEACH/PEAR PACKD IN LIQ GT 1.4K
2008979040,FRUIT MXTRS CNTNG ORANGE/GRAPEFRT PCKD IN LIQ CANN
2008979050,FRUIT MXTRS NESOI PACKD IN LIQUID IN AIRTIGHT CTNR
2008979092,MIXTURES FRUIT/NUTS/ETC PREP CEREAL PRODUCTS NESOI
